node,label,label_name,degree,clustering,component_size,boundary,class_size,error,stable_error,cluster,degree_bin,boundary_bin,dist_from_mean_coordinate
257,3,residential,0.0,0.0,575.0,,260.0,1,0,5,0 isolated,,0.006191787775605917
258,3,residential,1.0,0.0,575.0,1.0,260.0,0,0,0,1 tip,1 all neighbours foreign,0.0035578536335378885
259,2,path,1.0,0.0,575.0,1.0,70.0,0,0,8,1 tip,1 all neighbours foreign,0.003402790054678917
260,1,footway,1.0,0.0,575.0,1.0,39.0,1,1,2,1 tip,1 all neighbours foreign,0.002614071825519204
261,5,service,1.0,0.0,575.0,1.0,116.0,1,1,5,1 tip,1 all neighbours foreign,0.006288232747465372
262,4,secondary,1.0,0.0,575.0,0.0,46.0,0,0,5,1 tip,0 no foreign neighbour,0.005814129486680031
263,5,service,1.0,0.0,575.0,1.0,116.0,1,1,5,1 tip,1 all neighbours foreign,0.0059138694778084755
264,4,secondary,1.0,0.0,575.0,0.0,46.0,0,0,5,1 tip,0 no foreign neighbour,0.005432593636214733
265,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.0027289770077914
266,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,2,1 tip,0 no foreign neighbour,0.0033067921176552773
267,5,service,1.0,0.0,575.0,1.0,116.0,1,1,1,1 tip,1 all neighbours foreign,0.006521453149616718
268,4,secondary,2.0,0.0,575.0,0.5,46.0,0,0,5,2 path,mixed,0.0063977353274822235
269,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,4,2 path,mixed,0.003722187364473939
270,1,footway,1.0,0.0,575.0,0.0,39.0,1,1,4,1 tip,0 no foreign neighbour,0.0033076247200369835
271,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,0,0 isolated,,0.004537145607173443
272,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.0025786550249904394
273,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.002623161533847451
274,5,service,1.0,0.0,575.0,1.0,116.0,1,1,0,1 tip,1 all neighbours foreign,0.007710221689194441
275,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.008242695592343807
276,5,service,1.0,0.0,575.0,1.0,116.0,1,1,0,1 tip,1 all neighbours foreign,0.005776092875748873
277,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,0,2 path,mixed,0.0059498935006558895
278,5,service,1.0,0.0,575.0,1.0,116.0,1,1,0,1 tip,1 all neighbours foreign,0.006604052614420652
279,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.006772492080926895
280,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.003361983224749565
281,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0034318631514906883
282,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.0070166741497814655
283,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.007583845406770706
284,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,0,0 isolated,,0.007199813146144152
285,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.006239225622266531
286,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.0061173513531684875
287,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.0036552906967699528
288,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0037175684701651335
289,5,service,1.0,0.0,575.0,1.0,116.0,1,1,0,1 tip,1 all neighbours foreign,0.004092964809387922
290,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.004424331244081259
291,5,service,1.0,0.0,575.0,1.0,116.0,1,1,0,1 tip,1 all neighbours foreign,0.006317824590951204
292,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.006500333081930876
293,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.003092744154855609
294,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.003165190340951085
295,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.0047639599069952965
296,5,service,0.0,0.0,575.0,,116.0,1,1,2,0 isolated,,0.004882024135440588
297,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.004437221214175224
298,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.004521016031503677
299,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,0,0 isolated,,0.005276393610984087
300,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.005725210998207331
301,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0056116231717169285
302,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.006991588976234198
303,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.006912851706147194
304,1,footway,1.0,0.0,575.0,1.0,39.0,1,1,0,1 tip,1 all neighbours foreign,0.004389501642435789
305,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.0048398785293102264
306,5,service,1.0,0.0,575.0,1.0,116.0,1,1,0,1 tip,1 all neighbours foreign,0.00823929626494646
307,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,6,1 tip,0 no foreign neighbour,0.007931988686323166
308,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.0031548033002763987
309,1,footway,1.0,0.0,575.0,1.0,39.0,1,1,0,1 tip,1 all neighbours foreign,0.00642084376886487
310,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,6,1 tip,0 no foreign neighbour,0.006073615048080683
311,1,footway,1.0,0.0,575.0,1.0,39.0,1,1,0,1 tip,1 all neighbours foreign,0.0067849596962332726
312,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,6,2 path,mixed,0.006599831394851208
313,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.006342623848468065
314,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.005821904167532921
315,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.00579501548781991
316,5,service,0.0,0.0,575.0,,116.0,1,1,2,0 isolated,,0.006214788183569908
317,2,path,2.0,0.0,575.0,0.5,70.0,1,1,0,2 path,mixed,0.006221471820026636
318,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.005721946246922016
319,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,0,0 isolated,,0.003782078856602311
320,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.004939990118145943
321,5,service,0.0,0.0,575.0,,116.0,1,1,2,0 isolated,,0.004953896626830101
322,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,0,0 isolated,,0.004153097048401833
323,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.005708231590688229
324,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.0057365549728274345
325,1,footway,1.0,0.0,575.0,1.0,39.0,1,1,0,1 tip,1 all neighbours foreign,0.006137781776487827
326,3,residential,1.0,0.0,575.0,1.0,260.0,0,0,0,1 tip,1 all neighbours foreign,0.005303582176566124
327,1,footway,1.0,0.0,575.0,0.0,39.0,1,1,0,1 tip,0 no foreign neighbour,0.006325056776404381
328,1,footway,0.0,0.0,575.0,,39.0,1,1,0,0 isolated,,0.005655385088175535
329,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,4,2 path,0 no foreign neighbour,0.005075160413980484
330,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,4,0 isolated,,0.006281577982008457
331,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.006291183177381754
332,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,4,2 path,0 no foreign neighbour,0.006120302714407444
333,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.0063064368441700935
334,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,4,1 tip,0 no foreign neighbour,0.006140015088021755
335,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.005840440280735493
336,5,service,0.0,0.0,575.0,,116.0,1,1,2,0 isolated,,0.005686532240360975
337,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,4,0 isolated,,0.006093703210353851
338,1,footway,2.0,0.0,575.0,0.5,39.0,1,1,4,2 path,mixed,0.005744611844420433
339,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,4,1 tip,0 no foreign neighbour,0.004874601028859615
340,3,residential,2.0,0.0,575.0,0.0,260.0,1,0,8,2 path,0 no foreign neighbour,0.006075801327824593
341,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,3,2 path,mixed,0.0068090143613517284
342,5,service,0.0,0.0,575.0,,116.0,1,1,8,0 isolated,,0.008043074049055576
343,0,cycleway,1.0,0.0,575.0,0.0,30.0,1,1,2,1 tip,0 no foreign neighbour,0.005272755399346352
344,1,footway,1.0,0.0,575.0,1.0,39.0,1,1,5,1 tip,1 all neighbours foreign,0.009872453287243843
345,5,service,1.0,0.0,575.0,0.0,116.0,1,1,5,1 tip,0 no foreign neighbour,0.009840409271419048
346,5,service,0.0,0.0,575.0,,116.0,1,1,3,0 isolated,,0.009532522410154343
347,5,service,1.0,0.0,575.0,0.0,116.0,1,1,3,1 tip,0 no foreign neighbour,0.009528258815407753
348,5,service,2.0,0.0,575.0,0.0,116.0,1,1,3,2 path,0 no foreign neighbour,0.009890309534966946
349,5,service,1.0,0.0,575.0,0.0,116.0,1,1,3,1 tip,0 no foreign neighbour,0.009570017457008362
350,5,service,1.0,0.0,575.0,0.0,116.0,1,1,3,1 tip,0 no foreign neighbour,0.009934605099260807
351,2,path,0.0,0.0,575.0,,70.0,1,1,7,0 isolated,,0.010266152210533619
352,5,service,2.0,0.0,575.0,0.0,116.0,1,1,1,2 path,0 no foreign neighbour,0.008798397146165371
353,5,service,0.0,0.0,575.0,,116.0,1,1,1,0 isolated,,0.008529539220035076
354,5,service,0.0,0.0,575.0,,116.0,1,1,2,0 isolated,,0.004734172951430082
355,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.004171786364167929
356,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.003650264348834753
357,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.0024299127981066704
358,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0019783549942076206
359,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.002519341418519616
360,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0020128684118390083
361,2,path,1.0,0.0,575.0,0.0,70.0,1,1,0,1 tip,0 no foreign neighbour,0.005835674237459898
362,2,path,2.0,1.0,575.0,0.0,70.0,1,1,0,2 path,0 no foreign neighbour,0.0058754971250891685
363,2,path,2.0,0.0,575.0,0.5,70.0,1,1,0,2 path,mixed,0.005907551385462284
364,5,service,1.0,0.0,575.0,1.0,116.0,1,1,2,1 tip,1 all neighbours foreign,0.005175408907234669
365,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.005048067308962345
366,3,residential,2.0,0.0,575.0,0.0,260.0,1,0,5,2 path,0 no foreign neighbour,0.0033777097705751657
367,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.003168414579704404
368,5,service,1.0,0.0,575.0,0.0,116.0,1,1,2,1 tip,0 no foreign neighbour,0.007814726792275906
369,5,service,0.0,0.0,575.0,,116.0,1,1,2,0 isolated,,0.007831882685422897
370,5,service,2.0,1.0,575.0,0.0,116.0,1,1,5,2 path,0 no foreign neighbour,0.00992321502417326
371,5,service,2.0,0.0,575.0,0.0,116.0,1,1,5,2 path,0 no foreign neighbour,0.008964167907834053
372,4,secondary,1.0,0.0,575.0,0.0,46.0,0,0,5,1 tip,0 no foreign neighbour,0.01041909959167242
373,5,service,1.0,0.0,575.0,0.0,116.0,1,1,2,1 tip,0 no foreign neighbour,0.001982583198696375
374,5,service,1.0,0.0,575.0,0.0,116.0,1,1,2,1 tip,0 no foreign neighbour,0.0019660498946905136
375,1,footway,1.0,0.0,575.0,0.0,39.0,1,1,6,1 tip,0 no foreign neighbour,0.006670791655778885
376,1,footway,1.0,0.0,575.0,0.0,39.0,1,1,0,1 tip,0 no foreign neighbour,0.006624072790145874
377,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0014345336239784956
378,5,service,1.0,0.0,575.0,1.0,116.0,1,1,4,1 tip,1 all neighbours foreign,0.005131857004016638
379,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,4,1 tip,0 no foreign neighbour,0.0048277792520821095
380,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,4,0 isolated,,0.0057669091038405895
381,5,service,0.0,0.0,575.0,,116.0,1,1,4,0 isolated,,0.005550281144678593
382,8,Unclassified,0.0,0.0,1.0,,13.0,1,1,4,0 isolated,,0.00465253833681345
383,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,7,2 path,mixed,0.007298989687114954
384,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,7,2 path,mixed,0.00891143549233675
385,1,footway,2.0,0.0,575.0,0.5,39.0,1,1,6,2 path,mixed,0.00903152022510767
386,7,unclassified,1.0,0.0,575.0,0.0,13.0,1,1,6,1 tip,0 no foreign neighbour,0.009120316244661808
387,2,path,1.0,0.0,575.0,0.0,70.0,1,1,6,1 tip,0 no foreign neighbour,0.011028177104890347
388,2,path,2.0,1.0,575.0,0.5,70.0,1,1,6,2 path,mixed,0.009286622516810894
389,1,footway,2.0,0.0,575.0,0.0,39.0,1,1,6,2 path,0 no foreign neighbour,0.007751745171844959
390,1,footway,2.0,0.0,575.0,0.0,39.0,1,1,6,2 path,0 no foreign neighbour,0.007551909890025854
391,1,footway,2.0,0.0,575.0,0.5,39.0,1,1,6,2 path,mixed,0.009355682879686356
392,7,unclassified,1.0,0.0,575.0,0.0,13.0,1,1,6,1 tip,0 no foreign neighbour,0.009561575949192047
393,3,residential,2.0,0.0,575.0,0.5,260.0,1,0,5,2 path,mixed,0.005074541550129652
394,3,residential,2.0,1.0,575.0,1.0,260.0,0,0,2,2 path,1 all neighbours foreign,0.003194281365722418
395,3,residential,1.0,0.0,575.0,1.0,260.0,0,0,2,1 tip,1 all neighbours foreign,0.0018246819963678718
396,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,4,2 path,mixed,0.005610621999949217
397,3,residential,2.0,0.0,575.0,1.0,260.0,0,0,4,2 path,1 all neighbours foreign,0.00528984097763896
398,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.007772378157824278
399,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.005598940420895815
400,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.005738704465329647
401,3,residential,2.0,0.0,575.0,1.0,260.0,0,0,2,2 path,1 all neighbours foreign,0.002749938750639558
402,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,2,1 tip,0 no foreign neighbour,0.002954307710751891
403,3,residential,1.0,0.0,575.0,0.0,260.0,1,0,8,1 tip,0 no foreign neighbour,0.006234944332391024
404,3,residential,0.0,0.0,575.0,,260.0,1,0,8,0 isolated,,0.006902521941810846
405,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0059234341606497765
406,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,4,2 path,mixed,0.008310837671160698
407,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,4,2 path,mixed,0.00825182069092989
408,5,service,0.0,0.0,575.0,,116.0,1,1,4,0 isolated,,0.00750285480171442
409,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,3,1 tip,0 no foreign neighbour,0.01116185262799263
410,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,3,2 path,0 no foreign neighbour,0.010578696615993977
411,3,residential,0.0,0.0,575.0,,260.0,0,0,3,0 isolated,,0.010048343800008297
412,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,3,2 path,0 no foreign neighbour,0.007841805927455425
413,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.007112582679837942
414,3,residential,1.0,0.0,575.0,0.0,260.0,1,0,8,1 tip,0 no foreign neighbour,0.0071831936948001385
415,3,residential,0.0,0.0,575.0,,260.0,1,0,8,0 isolated,,0.008667473681271076
416,3,residential,2.0,0.0,575.0,0.0,260.0,1,0,8,2 path,0 no foreign neighbour,0.0030710112769156694
417,3,residential,2.0,0.0,575.0,0.0,260.0,1,0,5,2 path,0 no foreign neighbour,0.004346210975199938
418,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.002021461958065629
419,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.001262531615793705
420,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.0021226229146122932
421,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.003060065908357501
422,3,residential,0.0,0.0,575.0,,260.0,0,0,0,0 isolated,,0.0022831163369119167
423,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.003788764588534832
424,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.008448383770883083
425,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.003161594970151782
426,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.0035126900766044855
427,3,residential,0.0,0.0,575.0,,260.0,0,0,0,0 isolated,,0.0039585307240486145
428,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.0026041343808174133
429,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,6,2 path,0 no foreign neighbour,0.005444217473268509
430,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,6,1 tip,0 no foreign neighbour,0.006529904901981354
431,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,6,1 tip,0 no foreign neighbour,0.008734685368835926
432,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.010488901287317276
433,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.009423808194696903
434,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,0,2 path,0 no foreign neighbour,0.007856766693294048
435,3,residential,0.0,0.0,575.0,,260.0,0,0,0,0 isolated,,0.008880172856152058
436,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.010584035888314247
437,2,path,2.0,0.0,575.0,0.5,70.0,1,1,4,2 path,mixed,0.005884926300495863
438,3,residential,2.0,0.0,575.0,1.0,260.0,0,0,4,2 path,1 all neighbours foreign,0.00630982406437397
439,2,path,0.0,0.0,575.0,,70.0,1,1,0,0 isolated,,0.004052670672535896
440,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,2,2 path,mixed,0.0034120031632483006
441,3,residential,2.0,0.0,575.0,0.0,260.0,1,0,7,2 path,0 no foreign neighbour,0.008859803900122643
442,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,1,2 path,0 no foreign neighbour,0.009749420918524265
443,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,1,2 path,mixed,0.009313153102993965
444,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,1,1 tip,0 no foreign neighbour,0.008521638810634613
445,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,1,2 path,0 no foreign neighbour,0.0064551071263849735
446,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0019667663145810366
447,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,6,1 tip,0 no foreign neighbour,0.007763192523270845
448,2,path,1.0,0.0,575.0,1.0,70.0,1,1,6,1 tip,1 all neighbours foreign,0.007264026440680027
449,5,service,2.0,0.0,575.0,0.0,116.0,1,1,1,2 path,0 no foreign neighbour,0.012477717362344265
450,3,residential,2.0,0.0,575.0,0.0,260.0,1,0,7,2 path,0 no foreign neighbour,0.009884560480713844
451,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,1,1 tip,0 no foreign neighbour,0.00834101252257824
452,1,footway,2.0,0.0,575.0,1.0,39.0,1,1,2,2 path,1 all neighbours foreign,0.004119160119444132
453,4,secondary,2.0,0.0,575.0,0.5,46.0,0,0,5,2 path,mixed,0.007183187175542116
454,7,unclassified,2.0,0.0,575.0,0.5,13.0,1,1,5,2 path,mixed,0.006526533514261246
455,1,footway,2.0,1.0,575.0,1.0,39.0,1,1,8,2 path,1 all neighbours foreign,0.0038419002667069435
456,2,path,2.0,0.0,575.0,0.0,70.0,1,1,5,2 path,0 no foreign neighbour,0.005882075522094965
457,2,path,1.0,0.0,575.0,0.0,70.0,1,1,5,1 tip,0 no foreign neighbour,0.006029199343174696
458,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,6,2 path,mixed,0.005871396511793137
459,4,secondary,1.0,0.0,575.0,0.0,46.0,0,0,5,1 tip,0 no foreign neighbour,0.006674852687865496
460,3,residential,1.0,0.0,575.0,1.0,260.0,0,0,1,1 tip,1 all neighbours foreign,0.007828785106539726
461,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,0,1 tip,0 no foreign neighbour,0.010344140231609344
462,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,6,2 path,0 no foreign neighbour,0.009909329935908318
463,3,residential,0.0,0.0,575.0,,260.0,0,0,0,0 isolated,,0.00943036936223507
464,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,6,2 path,0 no foreign neighbour,0.005590768996626139
465,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.00029199919663369656
466,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.00038686307379975915
467,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.0013124886900186539
468,5,service,0.0,0.0,575.0,,116.0,1,1,5,0 isolated,,0.007685542106628418
469,4,secondary,2.0,1.0,575.0,1.0,46.0,0,0,5,2 path,1 all neighbours foreign,0.010507939383387566
470,2,path,1.0,0.0,575.0,0.0,70.0,1,1,5,1 tip,0 no foreign neighbour,0.010625695809721947
471,3,residential,2.0,0.0,575.0,1.0,260.0,0,0,2,2 path,1 all neighbours foreign,0.007584512233734131
472,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.007750753313302994
473,0,cycleway,0.0,0.0,575.0,,30.0,1,1,2,0 isolated,,0.011916249990463257
474,3,residential,2.0,1.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.007508874870836735
475,4,secondary,2.0,0.0,575.0,0.5,46.0,1,1,0,2 path,mixed,0.008934392593801022
476,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.005223518703132868
477,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,4,1 tip,0 no foreign neighbour,0.005629224237054586
478,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.004339828621596098
479,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.004711516201496124
480,2,path,1.0,0.0,575.0,0.0,70.0,1,1,2,1 tip,0 no foreign neighbour,0.007556948810815811
481,0,cycleway,2.0,0.0,575.0,0.0,30.0,1,1,2,2 path,0 no foreign neighbour,0.004929928574711084
482,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.0026488376315683126
483,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.006242506671696901
484,3,residential,2.0,0.0,575.0,0.5,260.0,0,0,2,2 path,mixed,0.006076854653656483
485,0,cycleway,0.0,0.0,575.0,,30.0,1,1,2,0 isolated,,0.005954642780125141
486,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.006374930031597614
487,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.005818607751280069
488,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.006668574642390013
489,3,residential,0.0,0.0,575.0,,260.0,0,0,2,0 isolated,,0.007248729933053255
490,0,cycleway,1.0,0.0,575.0,0.0,30.0,1,1,2,1 tip,0 no foreign neighbour,0.0037429919466376305
491,0,cycleway,2.0,0.0,575.0,0.5,30.0,1,1,2,2 path,mixed,0.0037704315036535263
492,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.006688430905342102
493,0,cycleway,2.0,1.0,575.0,0.0,30.0,1,1,2,2 path,0 no foreign neighbour,0.005787605419754982
494,0,cycleway,2.0,0.0,575.0,0.0,30.0,1,1,2,2 path,0 no foreign neighbour,0.005915630143135786
495,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,2,2 path,0 no foreign neighbour,0.0005070104380138218
496,3,residential,0.0,0.0,575.0,,260.0,0,0,3,0 isolated,,0.011760489083826542
497,2,path,1.0,0.0,575.0,0.0,70.0,1,1,2,1 tip,0 no foreign neighbour,0.00673759775236249
498,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,2,1 tip,0 no foreign neighbour,0.0015686386032029986
499,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,4,1 tip,0 no foreign neighbour,0.005338110961019993
500,7,unclassified,1.0,0.0,575.0,1.0,13.0,1,1,2,1 tip,1 all neighbours foreign,0.010906882584095001
501,5,service,1.0,0.0,575.0,0.0,116.0,1,1,2,1 tip,0 no foreign neighbour,0.011838549748063087
502,4,secondary,1.0,0.0,575.0,0.0,46.0,1,1,4,1 tip,0 no foreign neighbour,0.005235867574810982
503,1,footway,2.0,0.0,575.0,0.0,39.0,1,1,6,2 path,0 no foreign neighbour,0.007391299121081829
504,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,4,2 path,0 no foreign neighbour,0.007436094805598259
505,3,residential,0.0,0.0,575.0,,260.0,0,0,4,0 isolated,,0.007314674090594053
506,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,4,1 tip,0 no foreign neighbour,0.0063663143664598465
507,3,residential,1.0,0.0,575.0,0.0,260.0,0,0,4,1 tip,0 no foreign neighbour,0.007127280812710524
508,3,residential,2.0,0.0,575.0,0.0,260.0,0,0,4,2 path,0 no foreign neighbour,0.006543536204844713
509,3,residential,0.0,0.0,575.0,,260.0,0,0,4,0 isolated,,0.006160348188132048
510,2,path,2.0,0.0,575.0,0.5,70.0,1,1,4,2 path,mixed,0.007123975548893213
